0,1,2,3,4,5,6
3.16,5.800001,-0.5,1.980001,2.16,5.02001,5.800001
-265.839996,-263.059998,89.100006,-268.179993,-265.940002,-265.319977,-263.559998
-177.519989,-174.179977,-181.97998,-179.899979,-178.819977,-176.319977,-174.819977
-87.139999,-84.379997,-90.32,-89.519997,-88.400002,-86.68,-85.32
-15.639999,-14.039999,-19.120001,-19.66,-18.84,-17.5,-15.119999
-103.540001,-100.959999,-109.020004,-108.040001,-106.099998,-104.880005,-102.980003
79.720009,79.680008,72.980011,74.700012,73.94001,75.860008,76.140007
-197.659988,-197.059982,-203.679977,-202.199982,-201.519989,-199.499985,-198.73999
5.480001,6.860003,0.140001,1.220001,3.119991,4.640001,6.500002
-265.100006,-262.359985,89.640007,-267.339996,-266.160004,-264.519989,-263.679993
-178.039978,-176.059982,-181.639984,-180.939987,-178.899979,-177.759979,-175.759979
-14.419999,-12.179999,-20.26,-19.74,-18.58,-17.58,-16.34
-81.839996,-80.979996,-86.440002,-84.959999,-83.779999,-82.800003,-80.639999
-105.860001,-104.360001,-111.880005,-110.880005,-108.32,-107.380005,-106.380005
-189.819977,-188.159988,-196.639984,-194.939987,-193.319977,-192.519989,-190.899979
76.160011,78.380013,71.040001,71.540001,73.140007,73.840012,75.240005
5.9,6.880011,0.60001,2.58,4.34,5.42,6.240011
87.500008,88.920006,81.920006,82.840012,83.800011,85.640007,85.820007
82.900009,85.220009,79.500008,81.140007,81.800011,82.76001,84.800011
-12.059999,-10.939999,-17.079998,-15.679999,-14.499999,-13.66,-13.079999
-180.159988,-178.839981,-185.059982,-182.97998,-180.999985,-180.23999,-177.459976
-104.700005,-102.419998,-109.5,-108.220001,-107.68,-105.700005,-104.860001
-82.300003,-80.839996,-87.68,-84.739998,-84.220001,-82.919998,-81.0
-193.699982,-192.139984,-199.179977,-196.719986,-196.279984,-195.219986,-194.719986
