0,1,2,3,4,5,6
55.520004,58.380005,60.380005,62.959999,65.639999,68.160004,70.660004
-35.539993,-33.139999,-30.740005,-27.839996,-25.580002,-22.860001,-20.559998
-114.200012,-111.600006,-109.920013,-106.720001,-103.940002,-101.979996,-99.520004
131.179993,133.679993,136.240005,138.399994,141.040009,142.860001,145.559998
-103.339996,-103.639999,-103.419998,-104.940002,-104.259995,-105.020004,-105.279999
13.919998,13.419998,13.139999,13.339996,13.419998,12.660004,12.699997
-168.139984,-167.980011,-169.179993,-168.799988,-170.079987,-170.160004,-171.040009
108.119995,107.23999,107.139999,106.880005,106.73999,107.139999,106.399994
55.980003,58.880005,61.0,63.800003,66.5,68.300003,70.760002
-25.300003,-22.779999,-20.819992,-18.0,-15.179993,-13.039993,-10.240005
-107.539993,-105.279999,-102.899994,-99.699997,-97.199997,-95.080002,-92.559998
-81.199997,-82.259995,-82.779999,-82.699997,-82.360001,-82.940002,-83.360001
-206.899994,-204.920013,-202.399994,-199.480011,-197.0,-194.679993,-191.959991
15.559998,15.919998,15.380005,15.419998,15.360001,14.960007,14.680008
112.040009,112.699997,112.100006,112.179993,111.419998,111.320007,111.139999
-168.820007,-170.26001,-169.700012,-170.5,-170.139984,-170.899994,-171.0
56.620003,58.980003,61.239998,64.400002,66.639999,69.059998,71.559998
-161.639984,-162.820007,-163.619995,-163.0,-163.639984,-164.299988,-164.880005
-55.179993,-53.660004,-50.660004,-47.899994,-45.520004,-43.520004,-40.600006
-81.720001,-82.639999,-82.300003,-82.5,-82.339996,-83.020004,-83.220001
-116.320007,-113.959991,-111.380005,-108.740005,-106.199997,-104.160004,-101.779999
5.680008,5.100006,4.580002,5.580002,4.380005,4.440002,4.139999
-202.920013,-200.519989,-197.679993,-195.179993,-192.5,-189.980011,-187.679993
108.419998,108.73999,108.26001,108.540009,108.339996,107.619995,107.779999
