Index,phases1full_col0,phases1full_col1,phases1full_col2,phases1full_col3,phases1full_col4,phases3full_col0,phases3full_col1,phases3full_col2,phases3full_col3,phases3full_col4,phases5full_col0,phases5full_col1,phases5full_col2,phases5full_col3,phases5full_col4,phases7full_col0,phases7full_col1,phases7full_col2,phases7full_col3,phases7full_col4,phases9full_col0,phases9full_col1,phases9full_col2,phases9full_col3,phases9full_col4,phases11full_col0,phases11full_col1,phases11full_col2,phases11full_col3,phases11full_col4,phases11full_col5,phases11full_col6,phases11full_col7,phases11full_col8,phases11full_col9,phases11full_col10,phases13full_col0,phases13full_col1,phases13full_col2,phases13full_col3,phases13full_col4,phases13full_col5,phases13full_col6,phases13full_col7,phases13full_col8,phases13full_col9,phases13full_col10,phases15full_col0,phases15full_col1,phases15full_col2,phases15full_col3,phases15full_col4,phases15full_col5,phases15full_col6,phases15full_col7,phases15full_col8,phases15full_col9,phases15full_col10,phases1fine_col0,phases1fine_col1,phases1fine_col2,phases1fine_col3,phases1fine_col4,phases1fine_col5,phases1fine_col6,phases3fine_col0,phases3fine_col1,phases3fine_col2,phases3fine_col3,phases3fine_col4,phases3fine_col5,phases3fine_col6,phases5fine_col0,phases5fine_col1,phases5fine_col2,phases5fine_col3,phases5fine_col4,phases5fine_col5,phases5fine_col6,phases7fine_col0,phases7fine_col1,phases7fine_col2,phases7fine_col3,phases7fine_col4,phases7fine_col5,phases7fine_col6,phases9fine_col0,phases9fine_col1,phases9fine_col2,phases9fine_col3,phases9fine_col4,phases9fine_col5,phases9fine_col6,phases11fine_col0,phases11fine_col1,phases11fine_col2,phases11fine_col3,phases11fine_col4,phases11fine_col5,phases11fine_col6,phases13fine_col0,phases13fine_col1,phases13fine_col2,phases13fine_col3,phases13fine_col4,phases13fine_col5,phases13fine_col6,phases15fine_col0,phases15fine_col1,phases15fine_col2,phases15fine_col3,phases15fine_col4,phases15fine_col5,phases15fine_col6
10,-182.220016,-143.660004,-94.739998,-46.540001,-5.199999,-176.540009,-138.02002,-91.740005,-45.620026,0.399994,-169.5,-132.280014,-86.800018,-40.360016,5.73999,-163.619995,-125.900002,-79.899994,-32.660004,13.600006,207.419998,-107.340012,-67.979996,-22.720001,22.799988,-147.759995,-128.5,-115.279999,-96.120003,-76.18,-62.68,-43.800003,-22.720001,-11.800003,6.759995,25.5,-134.699997,-111.880005,-91.0,-70.639999,-53.459999,-32.68,-20.84,-7.34,9.60001,23.939999,40.880009,-155.699997,-145.020004,-122.800011,-109.620003,-87.220001,-73.68,-61.220001,-42.940002,-28.040001,-20.439999,5.62,-178.039978,-176.059982,-181.639984,-180.939987,-178.899979,-177.759979,-175.759979,-147.160004,-153.360001,-151.940002,-149.400009,-147.220001,-145.160004,-143.540009,-121.640007,-119.420006,-116.960014,-114.94001,-116.720009,-114.080009,-119.140007,-107.539993,-105.279999,-102.899994,-99.699997,-97.199997,-95.080002,-92.559998,-78.979996,-75.819992,-72.240005,-67.720016,-65.780014,-61.180008,-59.12001,-90.660004,-44.119999,-39.599998,-36.139999,-32.520004,-32.520004,-29.160011,-11.779999,-7.879999,-5.859999,-5.619999,-0.779999,-8.6,-3.98,-3.09999,-13.059989,0.10001,-10.059989,-4.37999,-5.67999,-10.659989
11,0.679991,-52.459999,-94.060005,-138.840012,-182.520004,-0.920013,-53.120026,-97.680008,-140.800018,-184.52002,-2.240021,-54.980011,-99.380005,-143.240005,-187.160004,-7.899994,-57.979996,-100.68,-142.940002,-185.880005,0.919998,-44.259995,-96.840012,-141.520004,174.020004,-18.0,-30.740002,-54.040001,-71.060005,-87.18,-110.560005,-126.160004,-141.759995,-166.5,-184.459991,-201.920013,-10.96,-19.48,-34.959999,-53.32,-72.639999,-89.220001,-117.100006,-135.559998,-163.240005,-185.699997,-203.540009,-15.4,-38.799999,-55.66,-66.940002,-84.940002,-109.760002,-141.960007,-164.779999,-178.180008,-214.639999,-236.180008,-14.419999,-12.179999,-20.26,-19.74,-18.58,-17.58,-16.34,-28.919998,-37.299999,-36.880001,-35.759998,-34.48,-33.34,-32.639999,-48.740013,-48.100014,-48.340004,-47.280006,-51.080009,-50.020012,-57.880013,-81.199997,-82.259995,-82.779999,-82.699997,-82.360001,-82.940002,-83.360001,-96.500015,-97.060013,-97.440018,-96.660019,-97.639999,-98.62001,-99.039993,-67.119995,-119.300011,-117.539993,-118.18,-119.419998,-123.980011,-124.860001,-130.679993,-124.259995,-132.619995,-135.919998,-139.159988,-151.859985,-153.959991,-148.279999,-144.759995,-149.580002,-144.319992,-154.319992,-159.399994,-153.959991
12,-86.040001,-48.959999,-8.54,38.340004,88.319992,-268.779999,-230.300003,-184.720016,-138.660019,-92.100006,-85.200012,-47.26001,-1.400024,44.359985,-270.519989,-263.980011,-224.580002,-177.380005,-130.100006,-83.559998,-79.240005,-34.76001,3.819992,50.179993,96.139992,-266.26001,-245.059998,-230.960007,-210.880005,-189.100006,-175.740005,-154.100006,-134.020004,-121.139999,-102.040001,-83.620003,-68.080002,-45.580002,-27.139999,-9.3,13.179989,30.02,39.89999,57.500004,71.820007,-268.559998,-252.360001,81.800003,-266.76001,-255.220001,-249.979996,-234.800003,-229.0,-220.160004,-211.300003,-189.600006,-178.979996,-161.600006,-81.839996,-80.979996,-86.440002,-84.959999,-83.779999,-82.800003,-80.639999,-240.280014,-246.699997,-245.099991,-242.919998,-240.240005,-238.280014,-236.840012,-37.560005,-35.060005,-32.900002,-30.300011,-32.460014,-29.26001,-34.460014,-206.899994,-204.920013,-202.399994,-199.480011,-197.0,-194.679993,-191.959991,-8.100006,-3.600006,0.5,2.87999,7.299988,10.479996,12.37999,-137.5,-157.5,-153.119995,-149.479996,-144.899994,-144.619995,-141.580002,56.87999,59.620003,61.620003,66.459999,68.440002,62.339989,65.279999,-161.899994,-146.259995,-139.319992,-136.860001,-143.539993,-133.300003,-141.459991
13,-90.980003,-146.62001,-182.920013,-222.320007,-267.600006,-267.359985,-320.559998,-4.820007,-48.340027,-91.000015,-86.800018,-140.280014,-184.559998,-228.5,-272.940002,88.500015,39.460007,-2.5,-45.599991,-87.519997,-85.139999,-130.340012,177.080002,132.259995,86.439987,83.360001,68.380005,47.440002,29.159996,14.659996,-7.580002,-23.800003,-38.900002,-64.87999,-80.800003,-97.860001,-76.979996,-90.240005,-106.419983,-120.179993,-138.720001,-155.400009,-183.040009,-198.880005,-220.460007,-238.62001,-264.619995,54.260002,38.040001,20.459999,10.579989,-3.68,-9.459999,-33.18,-41.599998,-81.120003,-104.68,-152.919998,-105.860001,-104.360001,-111.880005,-110.880005,-108.32,-107.380005,-106.380005,65.119995,56.860001,57.5,58.220001,59.560001,60.5,61.5,-133.059998,-133.700012,-133.800018,-132.380005,-136.580017,-135.640015,-143.600006,15.559998,15.919998,15.380005,15.419998,15.360001,14.960007,14.680008,179.600006,180.020004,180.139999,180.080002,178.460007,177.960007,177.679993,74.340012,-19.360001,-19.419998,-20.139999,-19.279999,-24.900002,-27.139999,-184.759995,-182.919998,-191.979996,-187.479996,-186.539993,-202.5,-207.679993,-84.279984,-92.879997,-90.82,-86.519989,-98.419998,-89.159996,-95.279999
14,-177.600006,-231.040009,84.73999,43.639999,-0.119999,-176.800018,-229.520004,-273.580017,-317.199982,-0.740021,-172.140015,-225.839996,-270.459991,45.259979,0.97998,-172.399994,-223.5,-266.220001,49.720016,6.839996,195.160004,149.979996,97.919991,51.860001,7.279999,-166.880005,-183.920013,-209.380005,-227.220001,-243.680008,-266.660004,78.0,62.179993,40.0,25.459999,9.380005,-173.040009,-190.0,-203.540009,-218.960007,-234.960007,-252.76001,84.5,69.699997,54.359997,38.380001,20.039989,-131.020004,-167.540009,-208.839996,72.800003,84.279999,47.140011,30.939999,8.12,-3.1,-6.68,-12.86,-189.819977,-188.159988,-196.639984,-194.939987,-193.319977,-192.519989,-190.899979,-204.080002,-212.360001,-211.960007,-210.540009,-209.400009,-208.020004,-206.860001,-218.940002,-218.980011,-218.73999,-218.059998,-221.5,-221.26001,-228.540009,112.040009,112.699997,112.100006,112.179993,111.419998,111.320007,111.139999,99.699997,97.839996,98.099991,97.499992,98.339996,96.839996,96.599991,52.460007,81.860016,79.140015,82.000015,79.600006,76.720016,75.900009,74.720009,71.360016,69.199989,68.920006,67.220001,53.480003,52.080002,-334.900024,-334.279999,-335.740021,-338.080017,-336.600006,-338.279999,-343.140015
15,-267.059998,33.5,-4.860001,-46.940002,-92.060005,-92.680008,-144.820007,-188.920013,-233.040009,-277.899994,-273.160004,34.47998,-9.720001,-53.460007,-97.500015,-96.860001,-146.059998,-188.660004,-233.179993,83.860001,88.399994,45.37999,-5.740005,-50.440018,-95.819992,-108.660004,-122.900002,-144.960007,-159.119995,-173.779999,-194.779999,-208.940002,-224.220001,-248.020004,-264.380005,77.940002,78.020004,62.84,47.780003,35.02,22.240009,7.42,-14.74,-29.860001,-50.080002,-63.66,-86.860001,-225.0,-258.720001,-255.540009,-267.02002,81.620003,69.800003,63.18,55.059998,49.459999,42.68,32.239998,76.160011,78.380013,71.040001,71.540001,73.140007,73.840012,75.240005,-120.160004,-127.76001,-127.400009,-126.300003,-124.779999,-123.580002,-123.340012,41.759991,41.679993,42.039989,43.139999,38.84,40.259991,32.739998,-168.820007,-170.26001,-169.700012,-170.5,-170.139984,-170.899994,-171.0,-4.780014,-4.480011,-4.840012,-5.0,-6.240005,-8.560013,-8.76001,-164.399994,-210.579987,-209.899994,-209.939987,-211.659988,-214.87999,-215.219986,-33.48,-40.599998,-38.639999,-43.959999,-49.66,-58.860001,-60.260002,-279.820007,-284.740021,-283.580017,-287.740021,-289.5,-288.380005,-300.559998
16,0.24,40.559998,85.019989,-229.200012,-183.300018,0.199982,-321.119995,-275.359985,-229.520004,-183.560013,1.059998,38.119995,83.47998,-230.979996,-185.160004,1.220001,39.720001,86.62001,-226.240005,-179.380005,0.799988,46.360001,85.37999,131.179993,177.639999,4.360001,22.979996,35.939995,55.259995,76.160004,89.679993,-249.880005,-228.960007,-217.440002,-197.639999,-177.820007,0.139999,18.139999,36.279999,53.179996,71.039993,88.539993,-260.5,-239.820007,-221.480011,-201.220001,-180.820007,-1.679999,9.88,29.299999,41.32,63.659996,85.400002,89.519989,-250.720001,-238.300003,-220.220001,-207.400009,5.9,6.880011,0.60001,2.58,4.34,5.42,6.240011,29.399994,22.839996,25.080002,26.940002,30.160004,31.399994,33.139999,47.960011,50.5,52.240002,55.080002,53.420002,56.34,51.02,56.620003,58.980003,61.239998,64.400002,66.639999,69.059998,71.559998,74.819992,78.919998,82.419991,85.979996,89.479996,91.73999,95.259995,-185.639999,-254.599991,-250.219986,-245.799988,-242.679993,-242.939987,-239.279984,-246.819992,-244.5,-241.639999,-237.580002,-234.599991,-242.699997,-237.5,-222.839996,-216.619995,-212.819992,-212.520004,-210.119995,-201.559998,-207.619995
17,-259.119995,47.260002,-1.18,-45.559998,-87.400002,-88.920013,-140.500015,-184.640015,-228.560013,-272.940002,-267.73999,38.339996,-6.02002,-50.100006,-94.500015,-89.080002,-141.0,-183.960007,-227.399994,-268.820007,92.899994,51.519989,2.039993,-41.740005,-86.919998,-76.160004,-102.560005,-128.940002,-146.199997,-161.679993,-183.940002,-201.5,-215.940002,-237.800003,-249.740005,-266.339996,84.419998,66.360001,40.060001,29.619991,14.66,-2.539999,-27.700001,-36.959999,-49.5,-67.440002,-78.040001,-165.020004,-191.520004,-207.919998,-224.720001,-228.979996,-246.199997,-267.040009,78.979996,75.239998,63.099998,46.700008,87.500008,88.920006,81.920006,82.840012,83.800011,85.640007,85.820007,-114.300003,-121.76001,-121.600006,-119.460007,-117.5,-116.419998,-115.100006,49.860001,48.039989,48.080002,48.440002,45.039989,46.080002,38.720001,-161.639984,-162.820007,-163.619995,-163.0,-163.639984,-164.299988,-164.880005,7.159988,5.37999,5.360001,6.539993,5.699997,6.619995,5.039993,-147.720001,-192.0,-194.0,-193.579987,-194.639999,-198.119995,-201.159988,-36.580002,-32.119999,-33.380001,-44.360001,-47.959999,-54.02,-56.119999,-221.559998,-232.73999,-231.419998,-233.599991,-250.240005,-250.639999,-263.400024
18,79.399986,-234.62001,-180.240005,-139.860001,-99.459999,-99.980011,-61.740021,-15.640015,30.779999,-282.459991,73.619995,-248.580002,-202.959991,-156.880005,-111.100006,-113.939995,-72.660004,-25.599991,20.639999,65.840012,66.699997,111.319992,149.679993,195.779999,-119.139999,-126.980003,-109.339996,-96.540001,-77.220001,-58.160004,-45.600002,-25.87999,-5.740005,5.720001,23.639999,43.599991,-254.660004,-228.62001,-214.600006,-201.26001,-185.380005,-170.400009,-174.980011,-155.76001,-149.539993,-135.960007,-122.5,-145.080002,-40.360001,-182.199997,-12.36,-19.220001,9.94,-1.759999,11.900001,24.57999,46.939999,62.800003,82.900009,85.220009,79.500008,81.140007,81.800011,82.76001,84.800011,-72.080002,-78.240005,-76.440002,-74.020004,-71.980011,-70.080002,-69.559998,-238.860016,-236.440002,-234.76001,-231.720001,-233.160004,-230.640015,-235.160004,-55.179993,-53.660004,-50.660004,-47.899994,-45.520004,-43.520004,-40.600006,139.020004,142.899994,146.380005,149.080002,152.040009,154.899994,157.639999,-150.460007,-29.599998,-25.18,-21.300011,-17.860001,-17.160011,-14.119995,-157.87999,-154.179993,-150.839996,-148.779999,-148.999985,-155.899994,-150.299988,-283.180023,-277.420013,-289.720001,-291.920013,-304.680023,-291.120026,-296.559998
19,0.84,-50.760002,-95.560005,-136.360001,-178.540009,-3.940002,-54.660004,-98.680008,-142.02002,-185.560013,-2.800018,-54.920013,-99.960007,-144.300018,-189.039993,-12.399994,-58.619995,-99.879997,-142.360001,-185.380005,1.0,-43.100021,-94.660019,-138.560013,175.940002,-24.639999,-35.520004,-55.580002,-70.940002,-85.779999,-106.519989,-121.160004,-136.720001,-161.959991,-181.220001,-199.300003,-7.86,-34.5,-51.82,-72.82,-90.539993,-108.940002,-126.699997,-142.0,-156.699997,-170.400009,-185.559998,-75.840004,-87.360001,-98.279999,-107.279999,-116.62001,-121.900009,-137.440002,-145.080002,-153.100006,-164.520004,-173.440002,-12.059999,-10.939999,-17.079998,-15.679999,-14.499999,-13.66,-13.079999,-31.139999,-38.720013,-38.640003,-36.960003,-36.140003,-35.380001,-35.499996,-49.920006,-49.260002,-49.860008,-47.740013,-51.260002,-50.520012,-57.460014,-81.720001,-82.639999,-82.300003,-82.5,-82.339996,-83.020004,-83.220001,-95.500015,-95.000015,-95.300003,-96.060013,-96.419998,-98.160019,-98.660019,-74.779999,-118.879997,-116.019997,-115.040001,-115.5,-119.879997,-122.220001,-139.899994,-141.579987,-142.73999,-143.539993,-139.199997,-160.979996,-153.679993,-124.639999,-131.800003,-125.979996,-130.619995,-136.5,-129.940002,-137.259995
20,-183.900009,-145.220001,-93.040001,-46.5,-9.179999,-180.240005,-141.320007,-93.920013,-48.02002,-2.52002,-173.960022,-137.420013,-91.840012,-45.380005,0.5,-169.639999,-132.679993,-87.059998,-41.679993,6.199997,196.300003,-117.300003,-77.500015,-31.62001,15.759995,-162.059998,-143.979996,-134.039993,-112.339996,-91.779999,-79.060005,-59.740002,-39.420002,-25.160004,-5.779999,14.540001,-170.580002,-152.0,-131.5,-106.720001,-77.5,-56.240002,-42.220001,-27.0,-3.58,9.02,27.580002,-241.720001,-248.680008,-246.440002,-95.68,-178.12001,-12.24,-16.239998,-8.499999,-0.879999,10.54,18.700008,-180.159988,-178.839981,-185.059982,-182.97998,-180.999985,-180.23999,-177.459976,-149.840012,-156.520004,-154.820007,-151.740005,-149.220001,-147.100006,-144.520004,-126.720009,-124.360008,-121.900002,-119.720009,-121.720009,-118.760002,-124.360008,-116.320007,-113.959991,-111.380005,-108.740005,-106.199997,-104.160004,-101.779999,-88.139999,-85.500015,-81.020004,-76.500015,-73.800003,-70.440018,-66.819992,-16.259995,-57.179996,-52.659996,-49.439999,-44.919998,-45.48,-41.539997,-24.940001,-24.0,-20.98,-11.16,-7.74,-19.52,-20.1,-337.300018,-337.860016,-326.360016,-330.540009,-334.779999,-323.279999,-334.080017
21,-90.060005,-139.780014,-187.180008,-233.000015,87.119987,-273.480011,-324.039978,-8.680023,-52.660004,-96.920013,-95.040009,-147.420013,-192.300003,-236.699997,78.559998,78.419998,29.0,-13.5,-55.779999,-97.659996,-96.979996,-140.960007,167.820007,124.459991,77.899994,68.720001,52.919998,32.159996,16.419998,2.059998,-20.639999,-36.100002,-51.680004,-75.120003,-91.839996,-107.199997,-90.020004,-106.76001,-123.220001,-142.199997,-154.820007,-179.880005,-210.559998,-226.860001,-243.5,-261.639984,80.5,7.200009,-11.719999,-25.34,-36.700001,-41.959999,-53.200001,-71.220001,-102.480003,-109.120003,-124.44001,-163.860001,-104.700005,-102.419998,-109.5,-108.220001,-107.68,-105.700005,-104.860001,60.480003,51.66,52.380001,53.860001,54.5,55.380001,55.419998,-142.080017,-141.540009,-141.940002,-140.100006,-143.660004,-142.880005,-150.119995,5.680008,5.100006,4.580002,5.580002,4.380005,4.440002,4.139999,168.080002,168.600006,168.759995,167.940002,166.119995,165.320007,164.5,34.460007,-36.82,-34.5,-33.579994,-35.919998,-38.839996,-40.799999,-211.73999,-209.659988,-219.73999,-214.139999,-216.779999,-227.639999,-237.519989,-104.559998,-102.739998,-105.739998,-99.019997,-99.139999,-102.039993,-104.860001
22,-88.139999,-48.619999,-4.699999,37.660011,84.539986,-268.76001,-229.5,-183.440018,-136.660019,-91.200012,-83.340012,-45.560013,0.139984,45.859985,-268.880005,-260.980011,-219.899994,-172.940002,-126.559998,-79.119995,-75.979996,-30.600006,8.939987,55.5,101.199997,-257.26001,-238.380005,-225.339996,-204.800003,-184.0,-169.520004,-148.160004,-128.679993,-115.240005,-96.459999,-77.419998,-64.380005,-44.720001,-28.639999,-14.52,5.10001,24.360001,38.960011,56.500004,74.37999,-267.5,-242.940002,42.859989,58.18,76.199997,-266.860016,-248.979996,-227.020004,-199.26001,-160.040009,-127.860008,-99.480003,-77.040001,-82.300003,-80.839996,-87.68,-84.739998,-84.220001,-82.919998,-81.0,-239.259995,-245.660019,-243.860001,-240.900009,-238.560013,-236.520004,-235.340012,-34.820015,-32.640007,-31.080009,-27.980011,-30.080009,-27.080009,-31.960014,-202.920013,-200.519989,-197.679993,-195.179993,-192.5,-189.980011,-187.679993,-1.220001,2.639999,6.37999,8.719986,12.459991,16.459991,18.819992,-108.599998,-154.539993,-148.940002,-144.059998,-140.100006,-139.759995,-136.520004,61.260002,58.199989,61.220001,70.0,72.44001,68.0,70.560005,-103.68,-78.979988,-81.639984,-63.500004,-74.05999,-69.639984,-67.039986
23,-180.900009,-230.300018,86.939987,43.039986,-2.74,-179.76001,-230.959991,-275.279999,-319.02002,-2.960022,-178.020004,-230.020004,85.799988,42.160004,-2.740021,-177.679993,-227.679993,-269.779999,46.580002,4.380005,190.600006,146.279999,93.539993,47.539993,2.759995,-173.779999,-188.899994,-214.420013,-231.699997,-246.199997,-269.960022,74.580002,61.139999,36.879997,21.939995,7.759995,-168.12001,-184.460007,-200.62001,-217.540009,-232.0,-251.520004,81.5,65.479996,52.259998,29.10001,17.220001,-144.860001,-160.660004,-164.979996,-175.779999,-174.380005,-183.139999,-247.839996,-244.460007,-47.360001,-72.360001,-68.18,-193.699982,-192.139984,-199.179977,-196.719986,-196.279984,-195.219986,-194.719986,-206.540009,-214.720001,-214.0,-212.5,-211.740005,-210.080002,-210.139999,-223.799988,-223.559998,-223.279999,-223.019989,-225.959991,-225.339996,-232.660004,108.419998,108.73999,108.26001,108.540009,108.339996,107.619995,107.779999,94.279991,93.659996,93.919991,94.05999,93.55999,93.37999,92.299995,28.740005,71.720016,75.060013,75.500015,75.060013,70.840012,71.02002,71.160011,69.199989,67.120003,64.420006,62.580002,50.119995,47.380005,-340.040009,10.939992,9.459992,1.14001,7.50002,-14.93999,-2.13999
