0,1,2,3,4,5,6
74.479996,77.759995,80.779991,84.919991,88.199997,90.939995,94.319992
165.320007,167.699997,171.880005,175.759995,179.259995,182.679993,185.580002
-89.419998,-86.000015,-82.259995,-78.280014,-74.12001,-70.759995,-67.940018
-32.220001,-28.980011,-25.920013,-21.139999,-19.5,-16.600006,-13.960007
-125.340012,-125.720016,-125.88002,-125.780014,-126.960007,-128.280014,-129.479996
179.100006,178.339996,178.820007,178.960007,177.699997,176.380005,176.199997
-1.900009,-3.480011,-4.62001,-3.0,-3.980011,-5.580002,-5.660004
93.579994,92.55999,92.499992,92.799995,90.37999,91.959991,90.919991
74.87999,78.0,81.419991,85.359993,88.819992,91.299995,94.899994
183.5,187.220001,191.119995,195.139999,197.860001,198.520004,204.039993
-78.979996,-75.819992,-72.240005,-67.720016,-65.780014,-61.180008,-59.12001
-96.500015,-97.060013,-97.440018,-96.660019,-97.639999,-98.62001,-99.039993
-8.100006,-3.600006,0.5,2.87999,7.299988,10.479996,12.37999
179.600006,180.020004,180.139999,180.080002,178.460007,177.960007,177.679993
99.699997,97.839996,98.099991,97.499992,98.339996,96.839996,96.599991
-4.780014,-4.480011,-4.840012,-5.0,-6.240005,-8.560013,-8.76001
74.819992,78.919998,82.419991,85.979996,89.479996,91.73999,95.259995
7.159988,5.37999,5.360001,6.539993,5.699997,6.619995,5.039993
139.020004,142.899994,146.380005,149.080002,152.040009,154.899994,157.639999
-95.500015,-95.000015,-95.300003,-96.060013,-96.419998,-98.160019,-98.660019
-88.139999,-85.500015,-81.020004,-76.500015,-73.800003,-70.440018,-66.819992
168.080002,168.600006,168.759995,167.940002,166.119995,165.320007,164.5
-1.220001,2.639999,6.37999,8.719986,12.459991,16.459991,18.819992
94.279991,93.659996,93.919991,94.05999,93.55999,93.37999,92.299995
