0,1,2,3,4,5,6
28.699997,21.820007,23.460007,25.479996,28.339996,31.399994,32.419998
-63.720013,-70.539993,-68.479996,-66.639999,-63.619999,-60.999996,-59.02
-148.200012,-154.680008,-152.76001,-150.700012,-147.880005,-145.300003,-143.639999
-246.740005,-253.080002,-251.62001,-249.460007,-247.160019,-244.599991,-242.900009
-37.039997,-45.140003,-44.740002,-43.740002,-42.359997,-41.280003,-40.399998
64.419998,56.040001,56.880001,57.84,59.200001,60.34,61.380001
-121.840012,-129.360001,-129.160004,-127.900009,-126.720001,-125.600006,-124.940002
-208.720001,-215.919998,-215.580002,-214.360001,-212.820007,-211.880005,-210.820007
28.880005,22.399994,23.919998,26.179993,29.080002,30.960007,32.679993
-58.499996,-65.360001,-63.679996,-61.220013,-58.819996,-56.84,-55.140003
-147.160004,-153.360001,-151.940002,-149.400009,-147.220001,-145.160004,-143.540009
-28.919998,-37.299999,-36.880001,-35.759998,-34.48,-33.34,-32.639999
-240.280014,-246.699997,-245.099991,-242.919998,-240.240005,-238.280014,-236.840012
65.119995,56.860001,57.5,58.220001,59.560001,60.5,61.5
-204.080002,-212.360001,-211.960007,-210.540009,-209.400009,-208.020004,-206.860001
-120.160004,-127.76001,-127.400009,-126.300003,-124.779999,-123.580002,-123.340012
29.399994,22.839996,25.080002,26.940002,30.160004,31.399994,33.139999
-114.300003,-121.76001,-121.600006,-119.460007,-117.5,-116.419998,-115.100006
-72.080002,-78.240005,-76.440002,-74.020004,-71.980011,-70.080002,-69.559998
-31.139999,-38.720013,-38.640003,-36.960003,-36.140003,-35.380001,-35.499996
-149.840012,-156.520004,-154.820007,-151.740005,-149.220001,-147.100006,-144.520004
60.480003,51.66,52.380001,53.860001,54.5,55.380001,55.419998
-239.259995,-245.660019,-243.860001,-240.900009,-238.560013,-236.520004,-235.340012
-206.540009,-214.720001,-214.0,-212.5,-211.740005,-210.080002,-210.139999
